Reference	Reference DOI	Sample_ID	Location_ID	Basin_ID	Basin	Place	Region	Latitude	Longitude	Elevation	Season	Observation Type	Sample Type	filtersize_mum	Area (km2)	Time interval (yr)	Discharge_m3_s	Annual_Discharge_m3_s	TSS_mg_L	TSS_kg_s	TSS_km3_yr	Erosion rate (mm/yr)	Sand_perc	Silt_perc	Clay_perc
Krickov et al., 2019		RUS-PUR-111120-KKV1	RUS-PUR-111120	8018	Pur	West Siberian lowlands	Russia	61.29111	74.09429		Summer	single	SS	0.45	112000	0.00273972602739726		1040	6.4	6.656	0.00007774208	0.000694125714285714			
Krickov et al., 2019		RUS-PUR-111120-KKV2	RUS-PUR-111120	8018	Pur	West Siberian lowlands	Russia	61.29111	74.09429		Summer	single	SS	0.45	112000	0.00273972602739726		1040	12.6	13.104	0.00015305472	0.00136656			
Krickov et al., 2019		RUS-PUR-111120-KKV3	RUS-PUR-111120	8018	Pur	West Siberian lowlands	Russia	61.29111	74.09429		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	7.2	7.488	0.00008745984	0.000780891428571429			
Krickov et al., 2019		RUS-PUR-111121-KKV1	RUS-PUR-111121	8018	Pur	West Siberian lowlands	Russia	61.50286	70.50282		Summer	single	SS	0.45	112000	0.00273972602739726		1040	2.4	2.496	0.00002915328	0.000260297142857143			
Krickov et al., 2019		RUS-PUR-111121-KKV2	RUS-PUR-111121	8018	Pur	West Siberian lowlands	Russia	61.50286	70.50282		Summer	single	SS	0.45	112000	0.00273972602739726		1040	7.8	8.112	0.00009474816	0.000845965714285714			
Krickov et al., 2019		RUS-PUR-111121-KKV3	RUS-PUR-111121	8018	Pur	West Siberian lowlands	Russia	61.50286	70.50282		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	3.4	3.536	0.00004130048	0.000368754285714286			
Krickov et al., 2019		RUS-PUR-111122-KKV1	RUS-PUR-111122	8018	Pur	West Siberian lowlands	Russia	62.075	73.44056		Summer	single	SS	0.45	112000	0.00273972602739726		1040	5.33	5.5432	0.000064744576	0.000578076571428571			
Krickov et al., 2019		RUS-PUR-111122-KKV2	RUS-PUR-111122	8018	Pur	West Siberian lowlands	Russia	62.075	73.44056		Summer	single	SS	0.45	112000	0.00273972602739726		1040	8	8.32	0.0000971776	0.000867657142857143			
Krickov et al., 2019		RUS-PUR-111122-KKV3	RUS-PUR-111122	8018	Pur	West Siberian lowlands	Russia	62.075	73.44056		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	6.17	6.4168	0.000074948224	0.000669180571428572			
Krickov et al., 2019		RUS-PUR-111123-KKV1	RUS-PUR-111123	8018	Pur	West Siberian lowlands	Russia	62.33398	74.00295		Summer	single	SS	0.45	112000	0.00273972602739726		1040	5.25	5.46	0.0000637728	0.0005694			
Krickov et al., 2019		RUS-PUR-111123-KKV2	RUS-PUR-111123	8018	Pur	West Siberian lowlands	Russia	62.33398	74.00295		Summer	single	SS	0.45	112000	0.00273972602739726		1040	4.2	4.368	0.00005101824	0.00045552			
Krickov et al., 2019		RUS-PUR-111123-KKV3	RUS-PUR-111123	8018	Pur	West Siberian lowlands	Russia	62.33398	74.00295		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	3.85	4.004	0.00004676672	0.00041756			
Krickov et al., 2019		RUS-PUR-111124-KKV2	RUS-PUR-111124	8018	Pur	West Siberian lowlands	Russia	62.37084	74.10159		Summer	single	SS	0.45	112000	0.00273972602739726		1040	5.2	5.408	0.00006316544	0.000563977142857143			
Krickov et al., 2019		RUS-PUR-111124-KKV3	RUS-PUR-111124	8018	Pur	West Siberian lowlands	Russia	62.37084	74.10159		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	5	5.2	0.000060736	0.000542285714285714			
Krickov et al., 2019		RUS-PUR-111125-KKV1	RUS-PUR-111125	8018	Pur	West Siberian lowlands	Russia		74.31532		Summer	single	SS	0.45	112000	0.00273972602739726		1040	6	6.24	0.0000728832	0.000650742857142857			
Krickov et al., 2019		RUS-PUR-111125-KKV2	RUS-PUR-111125	8018	Pur	West Siberian lowlands	Russia		74.31532		Summer	single	SS	0.45	112000	0.00273972602739726		1040	8.2	8.528	0.00009960704	0.000889348571428571			
Krickov et al., 2019		RUS-PUR-111125-KKV3	RUS-PUR-111125	8018	Pur	West Siberian lowlands	Russia		74.31532		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	5.6	5.824	0.00006802432	0.00060736			
Krickov et al., 2019		RUS-PUR-111126-KKV1	RUS-PUR-111126	8018	Pur	West Siberian lowlands	Russia	63.36482	74.35286		Summer	single	SS	0.45	112000	0.00273972602739726		1040	11.2	11.648	0.00013604864	0.00121472			
Krickov et al., 2019		RUS-PUR-111126-KKV2	RUS-PUR-111126	8018	Pur	West Siberian lowlands	Russia	63.36482	74.35286		Summer	single	SS	0.45	112000	0.00273972602739726		1040	16	16.64	0.0001943552	0.00173531428571429			
Krickov et al., 2019		RUS-PUR-111126-KKV3	RUS-PUR-111126	8018	Pur	West Siberian lowlands	Russia	63.36482	74.35286		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	12	12.48	0.0001457664	0.00130148571428571			
Krickov et al., 2019		RUS-PUR-111127-KKV1	RUS-PUR-111127	8018	Pur	West Siberian lowlands	Russia	63.47045	75.37068		Summer	single	SS	0.45	112000	0.00273972602739726		1040	9.5	9.88	0.0001153984	0.00103034285714286			
Krickov et al., 2019		RUS-PUR-111127-KKV2	RUS-PUR-111127	8018	Pur	West Siberian lowlands	Russia	63.47045	75.37068		Summer	single	SS	0.45	112000	0.00273972602739726		1040	8.4	8.736	0.00010203648	0.00091104			
Krickov et al., 2019		RUS-PUR-111127-KKV3	RUS-PUR-111127	8018	Pur	West Siberian lowlands	Russia	63.47045	75.37068		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	5.6	5.824	0.00006802432	0.00060736			
Krickov et al., 2019		RUS-PUR-111128-KKV1	RUS-PUR-111128	8018	Pur	West Siberian lowlands	Russia	63.59542	75.22471		Summer	single	SS	0.45	112000	0.00273972602739726		1040	6.25	6.5	0.00007592	0.000677857142857143			
Krickov et al., 2019		RUS-PUR-111128-KKV2	RUS-PUR-111128	8018	Pur	West Siberian lowlands	Russia	63.59542	75.22471		Summer	single	SS	0.45	112000	0.00273972602739726		1040	8.6	8.944	0.00010446592	0.000932731428571429			
Krickov et al., 2019		RUS-PUR-111128-KKV3	RUS-PUR-111128	8018	Pur	West Siberian lowlands	Russia	63.59542	75.22471		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	8	8.32	0.0000971776	0.000867657142857143			
Krickov et al., 2019		RUS-PUR-111129-KKV1	RUS-PUR-111129	8018	Pur	West Siberian lowlands	Russia	64.09064	75.22181		Summer	single	SS	0.45	112000	0.00273972602739726		1040	5.5	5.72	0.0000668096	0.000596514285714286			
Krickov et al., 2019		RUS-PUR-111129-KKV2	RUS-PUR-111129	8018	Pur	West Siberian lowlands	Russia	64.09064	75.22181		Summer	single	SS	0.45	112000	0.00273972602739726		1040	16.8	17.472	0.00020407296	0.00182208			
Krickov et al., 2019		RUS-PUR-111129-KKV3	RUS-PUR-111129	8018	Pur	West Siberian lowlands	Russia	64.09064	75.22181		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	10.8	11.232	0.00013118976	0.00117133714285714			
Krickov et al., 2019		RUS-PUR-111130-KKV2	RUS-PUR-111130	8018	Pur	West Siberian lowlands	Russia	64.17319	75.44334		Summer	single	SS	0.45	112000	0.00273972602739726		1040	10	10.4	0.000121472	0.00108457142857143			
Krickov et al., 2019		RUS-PUR-111130-KKV3	RUS-PUR-111130	8018	Pur	West Siberian lowlands	Russia	64.17319	75.44334		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	7.4	7.696	0.00008988928	0.000802582857142857			
Krickov et al., 2019		RUS-PUR-111131-KKV1	RUS-PUR-111131	8018	Pur	West Siberian lowlands	Russia	64.32079	76.54213		Summer	single	SS	0.45	112000	0.00273972602739726		1040	4.4	4.576	0.00005344768	0.000477211428571429			
Krickov et al., 2019		RUS-PUR-111131-KKV2	RUS-PUR-111131	8018	Pur	West Siberian lowlands	Russia	64.32079	76.54213		Summer	single	SS	0.45	112000	0.00273972602739726		1040	8.2	8.528	0.00009960704	0.000889348571428571			
Krickov et al., 2019		RUS-PUR-111131-KKV3	RUS-PUR-111131	8018	Pur	West Siberian lowlands	Russia	64.32079	76.54213		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	7	7.28	0.0000850304	0.0007592			
Krickov et al., 2019		RUS-PUR-111132-KKV1	RUS-PUR-111132	8018	Pur	West Siberian lowlands	Russia	64.4014	77.05272		Summer	single	SS	0.45	112000	0.00273972602739726		1040	10.4	10.816	0.00012633088	0.00112795428571429			
Krickov et al., 2019		RUS-PUR-111132-KKV2	RUS-PUR-111132	8018	Pur	West Siberian lowlands	Russia	64.4014	77.05272		Summer	single	SS	0.45	112000	0.00273972602739726		1040	9.8	10.192	0.00011904256	0.00106288			
Krickov et al., 2019		RUS-PUR-111132-KKV3	RUS-PUR-111132	8018	Pur	West Siberian lowlands	Russia	64.4014	77.05272		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	15.2	15.808	0.00018463744	0.00164854857142857			
Krickov et al., 2019		RUS-PUR-111133-KKV1	RUS-PUR-111133	8018	Pur	West Siberian lowlands	Russia	64.55551	77.56082		Summer	single	SS	0.45	112000	0.00273972602739726		1040	9	9.36	0.0001093248	0.000976114285714286			
Krickov et al., 2019		RUS-PUR-111133-KKV2	RUS-PUR-111133	8018	Pur	West Siberian lowlands	Russia	64.55551	77.56082		Summer	single	SS	0.45	112000	0.00273972602739726		1040	6	6.24	0.0000728832	0.000650742857142857			
Krickov et al., 2019		RUS-PUR-111133-KKV3	RUS-PUR-111133	8018	Pur	West Siberian lowlands	Russia	64.55551	77.56082		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	6.62	6.8848	0.000080414464	0.000717986285714286			
Krickov et al., 2019		RUS-PUR-111134-KKV1	RUS-PUR-111134	8018	Pur	West Siberian lowlands	Russia	65.06488	77.47588		Summer	single	SS	0.45	112000	0.00273972602739726		1040	4.77	4.9608	0.000057942144	0.000517340571428571			
Krickov et al., 2019		RUS-PUR-111134-KKV2	RUS-PUR-111134	8018	Pur	West Siberian lowlands	Russia	65.06488	77.47588		Summer	single	SS	0.45	112000	0.00273972602739726		1040	6.8	7.072	0.00008260096	0.000737508571428572			
Krickov et al., 2019		RUS-PUR-111134-KKV3	RUS-PUR-111134	8018	Pur	West Siberian lowlands	Russia	65.06488	77.47588		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	14.67	15.2568	0.000178199424	0.00159106628571429			
Krickov et al., 2019		RUS-PUR-111135-KKV2	RUS-PUR-111135	8018	Pur	West Siberian lowlands	Russia	65.41511	78.0101		Summer	single	SS	0.45	112000	0.00273972602739726		1040	7.2	7.488	0.00008745984	0.000780891428571429			
Krickov et al., 2019		RUS-PUR-111135-KKV3	RUS-PUR-111135	8018	Pur	West Siberian lowlands	Russia	65.41511	78.0101		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	9.5	9.88	0.0001153984	0.00103034285714286			
Krickov et al., 2019		RUS-PUR-111136-KKV1	RUS-PUR-111136	8018	Pur	West Siberian lowlands	Russia	65.57055	78.18591		Summer	single	SS	0.45	112000	0.00273972602739726		1040	9.4	9.776	0.00011418368	0.00101949714285714			
Krickov et al., 2019		RUS-PUR-111136-KKV2	RUS-PUR-111136	8018	Pur	West Siberian lowlands	Russia	65.57055	78.18591		Summer	single	SS	0.45	112000	0.00273972602739726		1040	5	5.2	0.000060736	0.000542285714285714			
Krickov et al., 2019		RUS-PUR-111136-KKV3	RUS-PUR-111136	8018	Pur	West Siberian lowlands	Russia	65.57055	78.18591		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	9.2	9.568	0.00011175424	0.000997805714285714			
Krickov et al., 2019		RUS-PUR-111137-KKV1	RUS-PUR-111137	8018	Pur	West Siberian lowlands	Russia	65.59147	78.32252		Summer	single	SS	0.45	112000	0.00273972602739726		1040	8.8	9.152	0.00010689536	0.000954422857142857			
Krickov et al., 2019		RUS-PUR-111137-KKV2	RUS-PUR-111137	8018	Pur	West Siberian lowlands	Russia	65.59147	78.32252		Summer	single	SS	0.45	112000	0.00273972602739726		1040	4.13	4.2952	0.000050167936	0.000447928			
Krickov et al., 2019		RUS-PUR-111137-KKV3	RUS-PUR-111137	8018	Pur	West Siberian lowlands	Russia	65.59147	78.32252		Autumn	single	SS	0.45	112000	0.00273972602739726		1040	9.6	9.984	0.00011661312	0.00104118857142857			
GEMS-GLORI (Meybeck and Ragu, 1998)		RUS-SDV-111119-GGR1	RUS-SDV-111119	8016	Srednyaya Dvina	Russia, Coast	Russia	64.1	42.1667			an	SS		357000	1	3485.76123574926	3332	42.9	142.9428	0.001669571904	0.004676672			
Krickov et al., 2019		RUS-TAZ-111111-KKV1	RUS-TAZ-111111	8019	Taz	West Siberian lowlands	Russia	66.17108	79.15061		Summer	single	SS	0.45	150000	0.00273972602739726		1450	10	14.5	0.00016936	0.00112906666666667			
Krickov et al., 2019		RUS-TAZ-111111-KKV2	RUS-TAZ-111111	8019	Taz	West Siberian lowlands	Russia	66.17108	79.15061		Summer	single	SS	0.45	150000	0.00273972602739726		1450	7.6	11.02	0.0001287136	0.000858090666666667			
Krickov et al., 2019		RUS-TAZ-111111-KKV3	RUS-TAZ-111111	8019	Taz	West Siberian lowlands	Russia	66.17108	79.15061		Autumn	single	SS	0.45	150000	0.00273972602739726		1450	10.8	15.66	0.0001829088	0.001219392			
Krickov et al., 2019		RUS-TAZ-111112-KKV1	RUS-TAZ-111112	8019	Taz	West Siberian lowlands	Russia	67.092481	78.573176		Summer	single	SS	0.45	150000	0.00273972602739726		1450	7.2	10.44	0.0001219392	0.000812928			
Krickov et al., 2019		RUS-TAZ-111112-KKV2	RUS-TAZ-111112	8019	Taz	West Siberian lowlands	Russia	67.092481	78.573176		Summer	single	SS	0.45	150000	0.00273972602739726		1450	1.07	1.5515	0.00001812152	0.000120810133333333			
Krickov et al., 2019		RUS-TAZ-111112-KKV3	RUS-TAZ-111112	8019	Taz	West Siberian lowlands	Russia	67.092481	78.573176		Autumn	single	SS	0.45	150000	0.00273972602739726		1450	5.8	8.41	0.0000982288	0.000654858666666667			
Krickov et al., 2019		RUS-TAZ-111113-KKV1	RUS-TAZ-111113	8019	Taz	West Siberian lowlands	Russia	67.10548	78.51045		Summer	single	SS	0.45	150000	0.00273972602739726		1450	8.2	11.89	0.0001388752	0.000925834666666667			
Krickov et al., 2019		RUS-TAZ-111113-KKV2	RUS-TAZ-111113	8019	Taz	West Siberian lowlands	Russia	67.10548	78.51045		Summer	single	SS	0.45	150000	0.00273972602739726		1450	4	5.8	0.000067744	0.000451626666666667			
Krickov et al., 2019		RUS-TAZ-111113-KKV3	RUS-TAZ-111113	8019	Taz	West Siberian lowlands	Russia	67.10548	78.51045		Autumn	single	SS	0.45	150000	0.00273972602739726		1450	8	11.6	0.000135488	0.000903253333333333			
Krickov et al., 2019		RUS-TAZ-111114-KKV1	RUS-TAZ-111114	8019	Taz	West Siberian lowlands	Russia	67.221328	79.00259		Summer	single	SS	0.45	150000	0.00273972602739726		1450	6.96000000000002	10.092	0.00011787456	0.000785830400000003			
Krickov et al., 2019		RUS-TAZ-111114-KKV2	RUS-TAZ-111114	8019	Taz	West Siberian lowlands	Russia	67.221328	79.00259		Summer	single	SS	0.45	150000	0.00273972602739726		1450	2.4	3.48	0.0000406464	0.000270976			
Krickov et al., 2019		RUS-TAZ-111114-KKV3	RUS-TAZ-111114	8019	Taz	West Siberian lowlands	Russia	67.221328	79.00259		Autumn	single	SS	0.45	150000	0.00273972602739726		1450	6.13	8.8885	0.00010381768	0.000692117866666667			
Mbaye et al., 2015		SEN-SNG-111111-MBA1	SEN-SNG-111111	5029	Senegal	Bafing	Mali	12.54	-10.26		Summer	single	SS		337000	0.00273972602739726		680	2.8	1.904	0.00002223872	0.0000659902670623146			
Mbaye et al., 2015		SEN-SNG-111112-MBA1	SEN-SNG-111112	5029	Senegal	Bafing	Mali	13.2	-10.42		Summer	single	SS		337000	0.00273972602739726		680	8.48	5.7664	0.000067351552	0.000199856237388724			
Mbaye et al., 2015		SEN-SNG-111113-MBA1	SEN-SNG-111113	5029	Senegal	Bafing	Mali	13.19	-10.43		Summer	single	SS		337000	0.00273972602739726		680	5.43	3.6924	0.000043127232	0.000127973982195846			
Mbaye et al., 2015		SEN-SNG-111114-MBA1	SEN-SNG-111114	5029	Senegal	Bakoye	Mali	13.59	-10.37		Summer	single	SS		337000	0.00273972602739726		680	6.4	4.352	0.00005083136	0.000150834896142433			
Mbaye et al., 2015		SEN-SNG-111115-MBA1	SEN-SNG-111115	5029	Senegal	Faleme	Mali	12.53	-11.38		Summer	single	SS		337000	0.00273972602739726		680	23.425	15.929	0.00018605072	0.000552079287833828			
Mbaye et al., 2015		SEN-SNG-111116-MBA1	SEN-SNG-111116	5029	Senegal	Faleme	Mali	13.39	-11.63		Summer	single	SS		337000	0.00273972602739726		680	24.755	16.8334	0.000196614112	0.000583424664688427			
Mbaye et al., 2015		SEN-SNG-111117-MBA1	SEN-SNG-111117	5029	Senegal	Faleme	Mali	14.45	-12.2		Summer	single	SS		337000	0.00273972602739726		680	33.05	22.474	0.00026249632	0.000778920830860534			
Mbaye et al., 2015		SEN-SNG-111118-MBA1	SEN-SNG-111118	5029	Senegal	Senegal	Mali	14.45	-11.43		Summer	single	SS		337000	0.00273972602739726		680	176.15	119.782	0.00139905376	0.00415149483679525			
Mbaye et al., 2015		SEN-SNG-111119-MBA1	SEN-SNG-111119	5029	Senegal	Senegal	Mali	14.9	-12.45		Summer	single	SS		337000	0.00273972602739726		680	65.035	44.2238	0.000516533984	0.00153274179228487			
Mbaye et al., 2015		SEN-SNG-111120-MBA1	SEN-SNG-111120	5029	Senegal	Senegal	Mali	15	-12.7		Summer	single	SS		337000	0.00273972602739726		680	540.03	367.2204	0.004289134272	0.0127274014005935			
Mbaye et al., 2015		SEN-SNG-111121-MBA1	SEN-SNG-111121	5029	Senegal	Senegal	Senegal	15.66	-13.25		Summer	single	SS		337000	0.00273972602739726		680	75.36	51.2448	0.000598539264	0.00177608090207715			
Mbaye et al., 2015		SEN-SNG-111122-MBA1	SEN-SNG-111122	5029	Senegal	Senegal	Senegal	16.66	-13.88		Summer	single	SS		337000	0.00273972602739726		680	111	75.48	0.0008816064	0.00261604272997033			
Mbaye et al., 2015		SEN-SNG-111123-MBA1	SEN-SNG-111123	5029	Senegal	Senegal	Senegal	16.14	-13.93		Summer	single	SS		337000	0.00273972602739726		680	95.95	65.246	0.00076207328	0.00226134504451039			
Mbaye et al., 2015		SEN-SNG-111124-MBA1	SEN-SNG-111124	5029	Senegal	Senegal	Senegal	16.65	-14.95		Summer	single	SS		337000	0.00273972602739726		680	153.3	104.244	0.00121756992	0.00361296712166172			
Mbaye et al., 2015		SEN-SNG-111125-MBA1	SEN-SNG-111125	5029	Senegal	Senegal	Senegal	16.53	-15.51		Summer	single	SS		337000	0.00273972602739726		680	148.15	100.742	0.00117666656	0.00349159216617211			
Mbaye et al., 2015		SEN-SNG-111126-MBA1	SEN-SNG-111126	5029	Senegal	Senegal	Senegal	16.47	-15.7		Summer	single	SS		337000	0.00273972602739726		680	123.85	84.218	0.00098366624	0.00291889091988131			
Mbaye et al., 2015		SEN-SNG-111127-MBA1	SEN-SNG-111127	5029	Senegal	Senegal	Senegal	16.21	-16.41		Summer	single	SS		337000	0.00273972602739726		680	185.445	126.1026	0.001472878368	0.00437055895548961			
Mbaye et al., 2015		SEN-SNG-111128-MBA1	SEN-SNG-111128	5029	Senegal	Senegal	Senegal	16.04	-16.5		Summer	single	SS		337000	0.00273972602739726		680	141.1	95.948	0.00112067264	0.00332543810089021			
Mbaye et al., 2015		SEN-SNG-111129-MBA1	SEN-SNG-111129	5029	Senegal	Senegal	Senegal	16.02	-16.5		Summer	single	SS		337000	0.00273972602739726		680	121.7	82.756	0.00096659008	0.00286821982195846			
GEMS-GLORI (Meybeck and Ragu, 1998)		SEN-SNG-111130-GGR1	SEN-SNG-111130	5029	Senegal	Senegal, Coast	Senegal	16.0167	-16.5			an	SS		337000	1	773.205219566199	680	77.9	52.972	0.00061871296	0.00183594350148368			
Rousseau et al., 2019		SUR-MAR-111111-ROU25	SUR-MAR-111111	1003	Maroni	Langa Tabiki	Surinam	5	-54	43	Winter	single	SS	0.22	65830	0.00273972602739726	1784	1700	30.2	51.34	0.0005996512	0.00910908704238189			
Rousseau et al., 2019		SUR-MAR-111111-ROU26	SUR-MAR-111111	1003	Maroni	Langa Tabiki	Surinam	5	-54	43		single	SS	0.22	65830	0.00273972602739726	2763	1700	36	61.2	0.000714816	0.0108585143551572			
Rousseau et al., 2019		SUR-MAR-111111-ROU27	SUR-MAR-111111	1003	Maroni	Langa Tabiki	Surinam	5	-54	43	Spring	single	SS	0.22	65830	0.00273972602739726	2840	1700	30.9	52.53	0.0006135504	0.00932022482150995			
Rousseau et al., 2019		SUR-MAR-111111-ROU28	SUR-MAR-111111	1003	Maroni	Langa Tabiki	Surinam	5	-54	43	Spring	single	SS	0.22	65830	0.00273972602739726	2929	1700	18.9	32.13	0.0003752784	0.00570072003645754			
Rousseau et al., 2019		SUR-MAR-111111-ROU29	SUR-MAR-111111	1003	Maroni	Langa Tabiki	Surinam	5	-54	43	Spring	single	SS	0.22	65830	0.00273972602739726	4486	1700	22	37.4	0.000436832	0.00663575877259608			
Rousseau et al., 2019		SUR-MAR-111111-ROU30	SUR-MAR-111111	1003	Maroni	Langa Tabiki	Surinam	5	-54	43	Summer	single	SS	0.22	65830	0.00273972602739726		1700	15.1	25.67	0.0002998256	0.00455454352119095			
Rousseau et al., 2019		SUR-MAR-111111-ROU31	SUR-MAR-111111	1003	Maroni	Langa Tabiki	Surinam	5	-54	43	Summer	single	SS	0.22	65830	0.00273972602739726	3939	1700	16.9	28.73	0.0003355664	0.00509746923894881			
Rousseau et al., 2019		SUR-MAR-111111-ROU32	SUR-MAR-111111	1003	Maroni	Langa Tabiki	Surinam	5	-54	43	Summer	single	SS	0.22	65830	0.00273972602739726	2421	1700	14.4	24.48	0.0002859264	0.00434340574206289			
Rousseau et al., 2019		SUR-MAR-111111-ROU33	SUR-MAR-111111	1003	Maroni	Langa Tabiki	Surinam	5	-54	43	Autumn	single	SS	0.22	65830	0.00273972602739726	1333	1700	20.7	35.19	0.0004110192	0.0062436457542154			
Rousseau et al., 2019		SUR-MAR-111111-ROU34	SUR-MAR-111111	1003	Maroni	Langa Tabiki	Surinam	5	-54	43	Autumn	single	SS	0.22	65830	0.00273972602739726	854.3	1700	15.1	25.67	0.0002998256	0.00455454352119095			
Rousseau et al., 2019		SUR-MAR-111111-ROU35	SUR-MAR-111111	1003	Maroni	Langa Tabiki	Surinam	5	-54	43	Autumn	single	SS	0.22	65830	0.00273972602739726	402.5	1700	6.9	11.73	0.0001370064	0.00208121525140513			
Rousseau et al., 2019		SUR-MAR-111111-ROU36	SUR-MAR-111111	1003	Maroni	Langa Tabiki	Surinam	5	-54	43	Winter	single	SS	0.22	65830	0.00273972602739726	598.4	1700	18	30.6	0.000357408	0.00542925717757861			
Andersson et al., 1998, Oedman et al., 1999		SWE-KLX-111112-ODM1	SWE-KLX-111112	3024	Kalix	Kamlunge, Northern Sweden	Sweden	66.003844	22.848003		unknown	single	SS	0.45	18130.1	0.00273972602739726		290	1.95	0.5655	0.00000660504	0.000364313489721513			
GEMS-GLORI (Meybeck and Ragu, 1998)		TUN-MDJ-111111-GGR1	TUN-MDJ-111111	5033	Medjerda	Tunisia, Coast	Tunisia	37.1833	10.1667			an	SS		22000	1	30.1043015814709	29	14074	408.146	0.00476714528	0.216688421818182			
GEMS-GLORI (Meybeck and Ragu, 1998)		UKR-BUG-111111-GGR1	UKR-BUG-111111	3027	Bug	Ukraine, Coast	Ukraine	47.55	30.7833			an	SS		38712	1	107.741710923159	155	147.1	22.8005	0.00026630984	0.00687925811118			
GEMS-GLORI (Meybeck and Ragu, 1998)		UKR-DNP-111111-GGR1	UKR-DNP-111111	3029	Dnepr	Ukrainia, Coast	Ukrainia	46.5	32.3			an	SS		504000	1	1692.17863626373	1670	42.9	71.643	0.00083679024	0.0016602980952381			
GEMS-GLORI (Meybeck and Ragu, 1998)		USA-ALT-111111-GGR1	USA-ALT-111111	2025	Altamaha	USA, Coast	USA	31.65	-81.8333			an	SS		36000	1	342.238375873563	383	195.3	74.7999	0.000873662832	0.024268412			
Canfield 1997		USA-BRA-111111-CAN1	USA-BRA-111111	2048	Brazos	Continental USA	USA	28.96626	-95.374868		Spring	single	SS	0.4/0.45	116000	0.00273972602739726	160	237.5	850	201.875	0.0023579	0.020326724137931	1.7	27	71.3
GEMS-GLORI (Meybeck and Ragu, 1998)		USA-BRA-111112-GGR1	USA-BRA-111112	2048	Brazos	USA, Texas, Coast	USA, Texas	29.5833	-95.75			an	SS		116000	1	159.71124207433	237.5	6349.2	1507.935	0.0176126808	0.151833455172414			
GEMS-GLORI (Meybeck and Ragu, 1998)		USA-CLB-111111-GGR1	USA-CLB-111111	2068	Columbia River	USA, Coast	USA	46.2	-123.8333			an	SS		670000	1	7478.5422876075	7500	63.6	477	0.00557136	0.00831546268656717			
Canfield 1997		USA-CLT-111111-CAN1	USA-CLR-111111	2047	Colorado	Continental USA	USA	28.776061	-95.995864		Spring	single	SS	0.4/0.45	640000	0.00273972602739726	71	640	210	134.4	0.001569792	0.0024528	1.3	16.2	82.5
Canfield 1997		USA-CNC-120000-CAN1	USA-CNC-120000	2002	Connecticut	Continental USA	USA	41.383772	-72.385962		Spring	single	SS	0.4/0.45	29200	0.00273972602739726		190	39	7.41	0.0000865488	0.002964	1.6	73.5	24.9
#N/A		USA-COL-111111-CAN1	USA-COL-111111	2047	Colorado	#N/A	#N/A	#N/A	#N/A	#N/A	Spring	single	SS	0.4/0.45	640000	0.00273972602739726	38	640	590	377.6	0.004410368	0.0068912	21.3	49.4	29.3
GEMS-GLORI (Meybeck and Ragu, 1998)		USA-COL-111112-GGR1	USA-COL-111112	2047	Colorado	USA, Arizona, Coast	USA	32.7333	-114.6333			an	SS		640000	1	3.16887385068114	640	6487	4151.68	0.0484916224	0.07576816			
Canfield 1997		USA-JMS-111111-CAN1	USA-JMS-111111	2045	James	Continental USA	USA	37.64751	78.058395		Spring	single	SS	0.4/0.45	27020	0.00273972602739726	69	193.5	2.2	0.4257	0.000004972176	0.000184018356772761	3.3	61.5	35.2
Clark et al., 2016		USA-MMY-111111-CLK1	USA-MMY-111111	1014	Mameyes River (Puerto Rico)	Caribbean, Greater Antilles	Puerto Rico	18.326972	-65.750262		Summer	single	SS		16.7	0.00273972602739726	0.26	2.9755535323051	1.1	0.00327310888553561	0.00000003822991178306	0.00228921627443449			
Clark et al., 2016		USA-MMY-111111-CLK10	USA-MMY-111111	1014	Mameyes River (Puerto Rico)	Caribbean, Greater Antilles	Puerto Rico	18.326972	-65.750262		Winter	single	SS		16.7	0.00273972602739726	5.13	2.9755535323051	48.4	0.144016790963567	0.00000168211611845446	0.100725516075118			
Clark et al., 2016		USA-MMY-111111-CLK11	USA-MMY-111111	1014	Mameyes River (Puerto Rico)	Caribbean, Greater Antilles	Puerto Rico	18.326972	-65.750262		Summer	single	SS		16.7	0.00273972602739726	3.62	2.9755535323051	26.5	0.0788521686060852	0.00000092099332931908	0.0551493011568309			
